timestamp,location_id,location_name,current_rainfall_mm,current_precipitation_mm,rainfall_forecast_mm,precipitation_forecast_mm,precipitation_probability
2026-09-10 02:00:00,3,Meppadi,0.0,0.0,0.0,0.0,0.0
2026-09-10 03:00:00,3,Meppadi,0.0,0.0,0.0,0.0,0.0
2026-09-10 04:00:00,3,Meppadi,0.0,0.0,0.0,0.0,0.0
2026-09-10 05:00:00,3,Meppadi,0.0,0.0,0.0,0.0,0.0
2026-09-10 06:00:00,3,Meppadi,0.0,0.0,0.0,0.0,0.0
2026-09-10 07:00:00,3,Meppadi,0.0,0.0,0.0,0.0,0.0
2026-09-10 08:00:00,3,Meppadi,0.0,0.0,0.0,0.0,0.0
2026-09-10 09:00:00,3,Meppadi,0.0,0.0,0.0,0.0,2.0
2026-09-10 10:00:00,3,Meppadi,0.0,0.0,0.0,0.0,5.0
2026-09-10 11:00:00,3,Meppadi,0.0,0.0,0.0,0.0,14.0
2026-09-10 12:00:00,3,Meppadi,0.0,0.0,0.0,0.0,34.0
2026-09-10 13:00:00,3,Meppadi,0.0,0.0,0.0,0.0,60.0
2026-09-10 14:00:00,3,Meppadi,0.0,0.0,0.2,0.2,80.0
2026-09-10 15:00:00,3,Meppadi,0.0,0.0,0.5,0.8,93.0
2026-09-10 16:00:00,3,Meppadi,0.0,0.0,0.1,0.1,100.0
2026-09-10 17:00:00,3,Meppadi,0.0,0.0,0.1,0.1,96.0
2026-09-10 18:00:00,3,Meppadi,0.0,0.0,0.0,0.0,71.0
2026-09-10 19:00:00,3,Meppadi,0.0,0.0,0.0,0.0,34.0
2026-09-10 20:00:00,3,Meppadi,0.0,0.0,0.0,0.0,6.0
2026-09-10 21:00:00,3,Meppadi,0.0,0.0,0.0,0.0,0.0
2026-09-10 22:00:00,3,Meppadi,0.0,0.0,0.1,0.2,0.0
2026-09-10 23:00:00,3,Meppadi,0.0,0.0,0.1,0.1,2.0
2026-09-08 00:00:00,4,Vythiri,0.0,0.0,0.0,0.0,0.0
2026-09-08 01:00:00,4,Vythiri,0.0,0.0,0.0,0.0,0.0
2026-09-08 02:00:00,4,Vythiri,0.0,0.0,0.0,0.0,0.0
2026-09-08 03:00:00,4,Vythiri,0.0,0.0,0.0,0.0,0.0
2026-09-08 04:00:00,4,Vythiri,0.0,0.0,0.0,0.0,0.0
2026-09-08 05:00:00,4,Vythiri,0.0,0.0,0.0,0.0,0.0
2026-09-08 06:00:00,4,Vythiri,0.0,0.0,0.0,0.0,0.0
2026-09-08 07:00:00,4,Vythiri,0.0,0.0,0.0,0.0,0.0
2026-09-08 08:00:00,4,Vythiri,0.0,0.0,0.0,0.0,0.0
2026-09-08 09:00:00,4,Vythiri,0.0,0.0,0.0,0.0,26.0
2026-09-08 10:00:00,4,Vythiri,0.0,0.0,0.0,0.1,61.0
2026-09-08 11:00:00,4,Vythiri,0.0,0.0,0.1,0.2,88.0
2026-09-08 12:00:00,4,Vythiri,0.0,0.0,0.1,0.1,98.0
2026-09-08 13:00:00,4,Vythiri,0.0,0.0,0.1,0.1,100.0
2026-09-08 14:00:00,4,Vythiri,0.0,0.0,0.1,0.2,100.0
2026-09-08 15:00:00,4,Vythiri,0.0,0.0,0.099999994,0.4,100.0
2026-09-08 16:00:00,4,Vythiri,0.0,0.0,0.0,0.0,100.0
2026-09-08 17:00:00,4,Vythiri,0.0,0.0,0.0,0.0,98.0
2026-09-08 18:00:00,4,Vythiri,0.0,0.0,0.0,0.0,69.0
2026-09-08 19:00:00,4,Vythiri,0.0,0.0,0.0,0.0,29.0
2026-09-08 20:00:00,4,Vythiri,0.0,0.0,0.0,0.0,0.0
2026-09-08 21:00:00,4,Vythiri,0.0,0.0,0.0,0.0,0.0
2026-09-08 22:00:00,4,Vythiri,0.0,0.0,0.0,0.0,0.0
2026-09-08 23:00:00,4,Vythiri,0.0,0.0,0.0,0.0,0.0
2026-09-09 00:00:00,4,Vythiri,0.0,0.0,0.0,0.0,0.0
2026-09-09 01:00:00,4,Vythiri,0.0,0.0,0.0,0.0,0.0
2026-09-09 02:00:00,4,Vythiri,0.0,0.0,0.0,0.0,0.0
2026-09-09 03:00:00,4,Vythiri,0.0,0.0,0.0,0.0,1.0
2026-09-09 04:00:00,4,Vythiri,0.0,0.0,0.0,0.0,2.0
2026-09-09 05:00:00,4,Vythiri,0.0,0.0,0.0,0.0,2.0
2026-09-09 06:00:00,4,Vythiri,0.0,0.0,0.0,0.0,0.0
2026-09-09 07:00:00,4,Vythiri,0.0,0.0,0.0,0.0,0.0
2026-09-09 08:00:00,4,Vythiri,0.0,0.0,0.0,0.0,0.0
2026-09-09 09:00:00,4,Vythiri,0.0,0.0,0.0,0.1,21.0
2026-09-09 10:00:00,4,Vythiri,0.0,0.0,0.0,0.1,51.0
2026-09-09 11:00:00,4,Vythiri,0.0,0.0,0.1,0.1,75.0
2026-09-09 12:00:00,4,Vythiri,0.0,0.0,0.2,0.2,88.0
2026-09-09 13:00:00,4,Vythiri,0.0,0.0,0.4,0.5,95.0
2026-09-09 14:00:00,4,Vythiri,0.0,0.0,0.4,0.5,100.0
2026-09-09 15:00:00,4,Vythiri,0.0,0.0,0.1,0.2,100.0
2026-09-09 16:00:00,4,Vythiri,0.0,0.0,0.20000002,0.3,100.0
2026-09-09 17:00:00,4,Vythiri,0.0,0.0,0.0,0.0,100.0
2026-09-09 18:00:00,4,Vythiri,0.0,0.0,0.3,0.3,72.0
2026-09-09 19:00:00,4,Vythiri,0.0,0.0,0.0,0.0,34.0
2026-09-09 20:00:00,4,Vythiri,0.0,0.0,0.0,0.0,6.0
2026-09-09 21:00:00,4,Vythiri,0.0,0.0,0.0,0.0,0.0
2026-09-09 22:00:00,4,Vythiri,0.0,0.0,0.0,0.0,0.0
2026-09-09 23:00:00,4,Vythiri,0.0,0.0,0.0,0.0,0.0
2026-09-10 00:00:00,4,Vythiri,0.0,0.0,0.0,0.0,0.0
2026-09-10 01:00:00,4,Vythiri,0.0,0.0,0.0,0.0,0.0
2026-09-10 02:00:00,4,Vythiri,0.0,0.0,0.0,0.0,0.0
2026-09-10 03:00:00,4,Vythiri,0.0,0.0,0.0,0.0,0.0
